pos,artist_name,track_uri,artist_uri,track_name,album_uri,album_name,pid,name,modified_at,num_artists,num_albums,num_tracks,num_followers,num_edits,playlist_duration_ms,collaborative,description,num_playlists_track,num_playlists_artist,raw_track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
27,Iyaz,spotify:track:4E5P1XyAFtrjpiIxkydly4,spotify:artist:5tKXB9uuebKE34yowVaU3C,Replay,spotify:album:44hyrGuZKAvITbmrlhryf8,Replay,480,Chill Out Music,1450915200,50,78,99,1,27,22352013,false,,15,18,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,audio_features,spotify:track:4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,182307,4
123,OutKast,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,Hey Ya! - Radio Mix / Club Mix,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,483,vibes,1508371200,69,131,241,1,9,53978628,false,,22,53,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
9,Chris Brown,spotify:track:3H1LCvO3fVsK2HPguhbml0,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Forever,spotify:album:1UtE4zAlSE2TlKmTFgrTg5,Exclusive - The Forever Edition,490,My baby,1495670400,9,9,15,1,5,3329570,false,,15,106,3H1LCvO3fVsK2HPguhbml0,0.669,0.822,11,-4.288,1,0.043,0.0339,0.000142,0.231,0.43,120.011,audio_features,spotify:track:3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/tracks/3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/audio-analysis/3H1LCvO3fVsK2HPguhbml0,277107,4
100,Boys Like Girls,spotify:track:6GIrIt2M39wEGwjCQjGChX,spotify:artist:0vWCyXMrrvMlCcepuOJaGI,The Great Escape,spotify:album:4WqgusSAgXkrjbXzqdBY68,Boys Like Girls,491,Melting Pot,1504137600,156,183,218,2,129,49468947,false,A little bit of everything,8,13,6GIrIt2M39wEGwjCQjGChX,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,audio_features,spotify:track:6GIrIt2M39wEGwjCQjGChX,https://api.spotify.com/v1/tracks/6GIrIt2M39wEGwjCQjGChX,https://api.spotify.com/v1/audio-analysis/6GIrIt2M39wEGwjCQjGChX,206520,4
2,The Killers,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,Mr. Brightside,spotify:album:4undIeGmofnAYKhnDclN1w,Hot Fuss,496,songs to sing in the shower,1500508800,20,20,20,1,6,4431454,false,,26,40,7oK9VyNzrYvRFo7nQEYkWN,0.356,0.924,1,-3.74,1,0.0808,0.00101,0.0,0.0953,0.232,148.017,audio_features,spotify:track:7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/tracks/7oK9VyNzrYvRFo7nQEYkWN,https://api.spotify.com/v1/audio-analysis/7oK9VyNzrYvRFo7nQEYkWN,222587,4
19,Beyoncé,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Crazy In Love,spotify:album:25hVFAxTlDvXbx2X2QkUkE,Dangerously In Love (Alben für die Ewigkeit),499,Wedding Dance Party,1490400000,69,78,87,1,6,20264434,false,,27,101,0WqIKmW4BTrj3eJFmnCKMv,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,audio_features,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,https://api.spotify.com/v1/tracks/0WqIKmW4BTrj3eJFmnCKMv,https://api.spotify.com/v1/audio-analysis/0WqIKmW4BTrj3eJFmnCKMv,235933,4
30,Chris Brown,spotify:track:3H1LCvO3fVsK2HPguhbml0,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Forever,spotify:album:1UtE4zAlSE2TlKmTFgrTg5,Exclusive - The Forever Edition,499,Wedding Dance Party,1490400000,69,78,87,1,6,20264434,false,,15,106,3H1LCvO3fVsK2HPguhbml0,0.669,0.822,11,-4.288,1,0.043,0.0339,0.000142,0.231,0.43,120.011,audio_features,spotify:track:3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/tracks/3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/audio-analysis/3H1LCvO3fVsK2HPguhbml0,277107,4
38,OutKast,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,Hey Ya! - Radio Mix / Club Mix,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,499,Wedding Dance Party,1490400000,69,78,87,1,6,20264434,false,,22,53,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
1,Boston,spotify:track:1QEEqeFIZktqIpPI4jSVSF,spotify:artist:29kkCKKGXheHuoO829FxWK,More Than a Feeling,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,500,oldies,1501113600,24,26,28,1,3,6483456,false,,20,23,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
7,Scorpions,spotify:track:0XIvZ82aDF7JiSi3ZE320u,spotify:artist:27T030eWyCQRmDyuvr1kxY,Rock You Like A Hurricane,spotify:album:6d4dgGamepehj0WwsYXTKi,Love At First Sting,500,oldies,1501113600,24,26,28,1,3,6483456,false,,7,10,0XIvZ82aDF7JiSi3ZE320u,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,audio_features,spotify:track:0XIvZ82aDF7JiSi3ZE320u,https://api.spotify.com/v1/tracks/0XIvZ82aDF7JiSi3ZE320u,https://api.spotify.com/v1/audio-analysis/0XIvZ82aDF7JiSi3ZE320u,252493,4
15,Iyaz,spotify:track:4E5P1XyAFtrjpiIxkydly4,spotify:artist:5tKXB9uuebKE34yowVaU3C,Replay,spotify:album:44hyrGuZKAvITbmrlhryf8,Replay,502,tbd,1496620800,43,45,52,1,24,11001091,false,,15,18,4E5P1XyAFtrjpiIxkydly4,0.706,0.751,9,-6.323,1,0.0708,0.173,0.0,0.168,0.195,91.031,audio_features,spotify:track:4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/tracks/4E5P1XyAFtrjpiIxkydly4,https://api.spotify.com/v1/audio-analysis/4E5P1XyAFtrjpiIxkydly4,182307,4
24,Usher,spotify:track:0XUfyU2QviPAs6bxSpXYG4,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Yeah!,spotify:album:0vO0b1AvY49CPQyVisJLj0,Confessions,516,smooth jams,1509062400,140,171,188,13,41,48588746,false,,34,82,0XUfyU2QviPAs6bxSpXYG4,0.881,0.788,2,-4.669,1,0.168,0.0212,0.0,0.0377,0.592,104.997,audio_features,spotify:track:0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/tracks/0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/audio-analysis/0XUfyU2QviPAs6bxSpXYG4,250373,4
83,Destiny's Child,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,"Jumpin', Jumpin'",spotify:album:283NWqNsCA9GwVHrJk59CG,The Writing's On The Wall,516,smooth jams,1509062400,140,171,188,13,41,48588746,false,,6,26,4pmc2AxSEq6g7hPVlJCPyP,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,audio_features,spotify:track:4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/tracks/4pmc2AxSEq6g7hPVlJCPyP,https://api.spotify.com/v1/audio-analysis/4pmc2AxSEq6g7hPVlJCPyP,230200,4
91,Beyoncé,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Crazy In Love,spotify:album:25hVFAxTlDvXbx2X2QkUkE,Dangerously In Love (Alben für die Ewigkeit),516,smooth jams,1509062400,140,171,188,13,41,48588746,false,,27,101,0WqIKmW4BTrj3eJFmnCKMv,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,audio_features,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,https://api.spotify.com/v1/tracks/0WqIKmW4BTrj3eJFmnCKMv,https://api.spotify.com/v1/audio-analysis/0WqIKmW4BTrj3eJFmnCKMv,235933,4
92,Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Run It!,spotify:album:49gaz5rhWWgqCw61M9700v,Chris Brown,516,smooth jams,1509062400,140,171,188,13,41,48588746,false,,7,106,7xYnUQigPoIDAMPVK79NEq,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,audio_features,spotify:track:7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,229867,4
153,Seal,spotify:track:6Vz7vzOpCwKeSQlfViibuY,spotify:artist:5GtMEZEeFFsuHY8ad4kOxv,Crazy,spotify:album:3NehJpD5x3MUtpl8jDTHaa,Best 1991 - 2004,516,smooth jams,1509062400,140,171,188,13,41,48588746,false,,3,9,6Vz7vzOpCwKeSQlfViibuY,0.633,0.858,11,-7.42,0,0.0473,0.208,0.0112,0.0655,0.724,102.561,audio_features,spotify:track:6Vz7vzOpCwKeSQlfViibuY,https://api.spotify.com/v1/tracks/6Vz7vzOpCwKeSQlfViibuY,https://api.spotify.com/v1/audio-analysis/6Vz7vzOpCwKeSQlfViibuY,356520,4
39,Usher,spotify:track:68vgtRHr7iZHpzGpon6Jlo,spotify:artist:23zg3TcAtWQy7J6upgbUnj,My Boo,spotify:album:1RM6MGv6bcl6NrAG8PGoZk,Confessions,517,Best EDM,1401408000,38,44,44,1,14,11305008,false,,8,82,68vgtRHr7iZHpzGpon6Jlo,0.662,0.507,5,-8.238,1,0.118,0.257,0.0,0.0465,0.676,86.412,audio_features,spotify:track:68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/tracks/68vgtRHr7iZHpzGpon6Jlo,https://api.spotify.com/v1/audio-analysis/68vgtRHr7iZHpzGpon6Jlo,223440,4
32,Miley Cyrus,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,spotify:artist:5YGY8feqx7naU7z4HrwZM6,Party In The U.S.A.,spotify:album:64aKkqxc3Ur2LYIKeS5osS,The Time Of Our Lives,526,Cinco De Mayo,1484438400,96,118,127,6,33,28492715,false,Buenos Días Muchachos,27,80,5Q0Nhxo0l2bP3pNjpGJwV1,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,202067,4
47,Ne-Yo,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,spotify:artist:21E3waRsmPlU7jZsS13rcj,Miss Independent,spotify:album:6dTn9vJSxVTIGm4Cu5dH4x,Year Of The Gentleman,526,Cinco De Mayo,1484438400,96,118,127,6,33,28492715,false,Buenos Días Muchachos,13,42,34ceTg8ChN5HjrqiIYCn9Q,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,audio_features,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,232000,4
50,Chris Brown,spotify:track:3H1LCvO3fVsK2HPguhbml0,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Forever,spotify:album:1UtE4zAlSE2TlKmTFgrTg5,Exclusive - The Forever Edition,526,Cinco De Mayo,1484438400,96,118,127,6,33,28492715,false,Buenos Días Muchachos,15,106,3H1LCvO3fVsK2HPguhbml0,0.669,0.822,11,-4.288,1,0.043,0.0339,0.000142,0.231,0.43,120.011,audio_features,spotify:track:3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/tracks/3H1LCvO3fVsK2HPguhbml0,https://api.spotify.com/v1/audio-analysis/3H1LCvO3fVsK2HPguhbml0,277107,4
74,Usher,spotify:track:0XUfyU2QviPAs6bxSpXYG4,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Yeah!,spotify:album:0vO0b1AvY49CPQyVisJLj0,Confessions,526,Cinco De Mayo,1484438400,96,118,127,6,33,28492715,false,Buenos Días Muchachos,34,82,0XUfyU2QviPAs6bxSpXYG4,0.881,0.788,2,-4.669,1,0.168,0.0212,0.0,0.0377,0.592,104.997,audio_features,spotify:track:0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/tracks/0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/audio-analysis/0XUfyU2QviPAs6bxSpXYG4,250373,4
124,M.I.A.,spotify:track:1kusepF3AacIEtUTYrw4GV,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,Paper Planes,spotify:album:1Lymt1abGCr3J06bbnmWca,Kala,526,Cinco De Mayo,1484438400,96,118,127,6,33,28492715,false,Buenos Días Muchachos,8,17,1kusepF3AacIEtUTYrw4GV,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,audio_features,spotify:track:1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV,203760,4
11,M.I.A.,spotify:track:1kusepF3AacIEtUTYrw4GV,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,Paper Planes,spotify:album:1Lymt1abGCr3J06bbnmWca,Kala,529,now,1507939200,32,34,36,2,21,8740289,false,,8,17,1kusepF3AacIEtUTYrw4GV,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,audio_features,spotify:track:1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV,203760,4
21,Lynyrd Skynyrd,spotify:track:4CJVkjo5WpmUAKp3R44LNb,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Sweet Home Alabama,spotify:album:5rtOJsiDDjA9V5306cyTRS,Second Helping,541,SpRiNg BrEaK,1505088000,25,28,33,1,6,7853935,false,,26,34,4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,audio_features,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb,281147,4
19,Chris Brown,spotify:track:7xYnUQigPoIDAMPVK79NEq,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,Run It!,spotify:album:49gaz5rhWWgqCw61M9700v,Chris Brown,542,vibin',1505520000,51,63,68,1,8,16232654,false,,7,106,7xYnUQigPoIDAMPVK79NEq,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,audio_features,spotify:track:7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/tracks/7xYnUQigPoIDAMPVK79NEq,https://api.spotify.com/v1/audio-analysis/7xYnUQigPoIDAMPVK79NEq,229867,4
20,OutKast,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,Hey Ya! - Radio Mix / Club Mix,spotify:album:1UsmQ3bpJTyK6ygoOOjG1r,Speakerboxxx/The Love Below,542,vibin',1505520000,51,63,68,1,8,16232654,false,,22,53,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213,4
42,Usher,spotify:track:0XUfyU2QviPAs6bxSpXYG4,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Yeah!,spotify:album:0vO0b1AvY49CPQyVisJLj0,Confessions,542,vibin',1505520000,51,63,68,1,8,16232654,false,,34,82,0XUfyU2QviPAs6bxSpXYG4,0.881,0.788,2,-4.669,1,0.168,0.0212,0.0,0.0377,0.592,104.997,audio_features,spotify:track:0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/tracks/0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/audio-analysis/0XUfyU2QviPAs6bxSpXYG4,250373,4
12,Kansas,spotify:track:4DMKwE2E2iYDKY01C335Uw,spotify:artist:2hl0xAkS2AIRAu23TVMBG1,Carry on Wayward Son,spotify:album:7MejfRSNnrpcLZIxkeZDqR,Leftoverture,543,Rock,1439078400,66,74,87,1,22,23420250,false,,22,25,4DMKwE2E2iYDKY01C335Uw,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,audio_features,spotify:track:4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/tracks/4DMKwE2E2iYDKY01C335Uw,https://api.spotify.com/v1/audio-analysis/4DMKwE2E2iYDKY01C335Uw,323000,4
18,Boston,spotify:track:1QEEqeFIZktqIpPI4jSVSF,spotify:artist:29kkCKKGXheHuoO829FxWK,More Than a Feeling,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,543,Rock,1439078400,66,74,87,1,22,23420250,false,,20,23,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
19,Boston,spotify:track:1QEEqeFIZktqIpPI4jSVSF,spotify:artist:29kkCKKGXheHuoO829FxWK,More Than a Feeling,spotify:album:2QLp07RO6anZHmtcKTEvSC,Boston,543,Rock,1439078400,66,74,87,1,22,23420250,false,,20,23,1QEEqeFIZktqIpPI4jSVSF,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,audio_features,spotify:track:1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/tracks/1QEEqeFIZktqIpPI4jSVSF,https://api.spotify.com/v1/audio-analysis/1QEEqeFIZktqIpPI4jSVSF,285133,4
28,Queen,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Bohemian Rhapsody - Remastered 2011,spotify:album:1TSZDcvlPtAnekTaItI3qO,A Night At The Opera,543,Rock,1439078400,66,74,87,1,22,23420250,false,,30,61,1AhDOtG9vPSOmsWgNW0BEY,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,audio_features,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY,354320,4
62,Scorpions,spotify:track:0XIvZ82aDF7JiSi3ZE320u,spotify:artist:27T030eWyCQRmDyuvr1kxY,Rock You Like A Hurricane,spotify:album:6d4dgGamepehj0WwsYXTKi,Love At First Sting,543,Rock,1439078400,66,74,87,1,22,23420250,false,,7,10,0XIvZ82aDF7JiSi3ZE320u,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,audio_features,spotify:track:0XIvZ82aDF7JiSi3ZE320u,https://api.spotify.com/v1/tracks/0XIvZ82aDF7JiSi3ZE320u,https://api.spotify.com/v1/audio-analysis/0XIvZ82aDF7JiSi3ZE320u,252493,4
38,Guns N' Roses,spotify:track:7o2CTH4ctstm8TNelqjb51,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Sweet Child O' Mine,spotify:album:3I9Z1nDCL4E0cP62flcbI5,Appetite For Destruction,555,older songs,1492473600,46,55,55,1,31,12126027,false,,24,42,7o2CTH4ctstm8TNelqjb51,0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,audio_features,spotify:track:7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/tracks/7o2CTH4ctstm8TNelqjb51,https://api.spotify.com/v1/audio-analysis/7o2CTH4ctstm8TNelqjb51,354520,4
43,Lynyrd Skynyrd,spotify:track:4CJVkjo5WpmUAKp3R44LNb,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Sweet Home Alabama,spotify:album:5rtOJsiDDjA9V5306cyTRS,Second Helping,557,Work,1508803200,59,68,70,1,14,16177296,false,,26,34,4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,audio_features,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb,281147,4
80,Cassie,spotify:track:7k6IzwMGpxnRghE7YosnXT,spotify:artist:27FGXRNruFoOdf1vP8dqcH,Me & U,spotify:album:0j1qzjaJmsF1FkcICf3hRu,Cassie,560,Summer Party,1507075200,117,159,178,4,54,40357199,false,,6,6,7k6IzwMGpxnRghE7YosnXT,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,audio_features,spotify:track:7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/tracks/7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/audio-analysis/7k6IzwMGpxnRghE7YosnXT,192213,4
86,Shaggy,spotify:track:1lzr43nnXAijIGYnCT8M8H,spotify:artist:5EvFsr3kj42KNv97ZEnqij,It Wasn't Me,spotify:album:6NmFmPX56pcLBOFMhIiKvF,Hot Shot,560,Summer Party,1507075200,117,159,178,4,54,40357199,false,,25,45,1lzr43nnXAijIGYnCT8M8H,0.853,0.606,0,-4.596,1,0.0713,0.0561,0.0,0.313,0.654,94.759,audio_features,spotify:track:1lzr43nnXAijIGYnCT8M8H,https://api.spotify.com/v1/tracks/1lzr43nnXAijIGYnCT8M8H,https://api.spotify.com/v1/audio-analysis/1lzr43nnXAijIGYnCT8M8H,227600,4
105,M.I.A.,spotify:track:1kusepF3AacIEtUTYrw4GV,spotify:artist:0QJIPDAEDILuo8AIq3pMuU,Paper Planes,spotify:album:1Lymt1abGCr3J06bbnmWca,Kala,560,Summer Party,1507075200,117,159,178,4,54,40357199,false,,8,17,1kusepF3AacIEtUTYrw4GV,0.447,0.848,2,-6.175,1,0.222,0.033,7.45e-05,0.722,0.485,172.247,audio_features,spotify:track:1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/tracks/1kusepF3AacIEtUTYrw4GV,https://api.spotify.com/v1/audio-analysis/1kusepF3AacIEtUTYrw4GV,203760,4
18,Lynyrd Skynyrd,spotify:track:4CJVkjo5WpmUAKp3R44LNb,spotify:artist:4MVyzYMgTwdP7Z49wAZHx0,Sweet Home Alabama,spotify:album:5rtOJsiDDjA9V5306cyTRS,Second Helping,565,Country,1500508800,73,110,138,2,31,31188684,false,,26,34,4CJVkjo5WpmUAKp3R44LNb,0.597,0.605,7,-12.013,1,0.0255,0.181,0.000331,0.118,0.886,97.782,audio_features,spotify:track:4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/tracks/4CJVkjo5WpmUAKp3R44LNb,https://api.spotify.com/v1/audio-analysis/4CJVkjo5WpmUAKp3R44LNb,281147,4
25,Cassie,spotify:track:7k6IzwMGpxnRghE7YosnXT,spotify:artist:27FGXRNruFoOdf1vP8dqcH,Me & U,spotify:album:0j1qzjaJmsF1FkcICf3hRu,Cassie,572,bounce,1475971200,115,144,177,3,29,40128864,false,,6,6,7k6IzwMGpxnRghE7YosnXT,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,audio_features,spotify:track:7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/tracks/7k6IzwMGpxnRghE7YosnXT,https://api.spotify.com/v1/audio-analysis/7k6IzwMGpxnRghE7YosnXT,192213,4
30,Usher,spotify:track:0XUfyU2QviPAs6bxSpXYG4,spotify:artist:23zg3TcAtWQy7J6upgbUnj,Yeah!,spotify:album:0vO0b1AvY49CPQyVisJLj0,Confessions,572,bounce,1475971200,115,144,177,3,29,40128864,false,,34,82,0XUfyU2QviPAs6bxSpXYG4,0.881,0.788,2,-4.669,1,0.168,0.0212,0.0,0.0377,0.592,104.997,audio_features,spotify:track:0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/tracks/0XUfyU2QviPAs6bxSpXYG4,https://api.spotify.com/v1/audio-analysis/0XUfyU2QviPAs6bxSpXYG4,250373,4
31,Beyoncé,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,spotify:artist:6vWDO969PvNqNYHIOW5v0m,Crazy In Love,spotify:album:25hVFAxTlDvXbx2X2QkUkE,Dangerously In Love (Alben für die Ewigkeit),572,bounce,1475971200,115,144,177,3,29,40128864,false,,27,101,0WqIKmW4BTrj3eJFmnCKMv,0.664,0.758,2,-6.583,0,0.21,0.00238,0.0,0.0598,0.701,99.259,audio_features,spotify:track:0WqIKmW4BTrj3eJFmnCKMv,https://api.spotify.com/v1/tracks/0WqIKmW4BTrj3eJFmnCKMv,https://api.spotify.com/v1/audio-analysis/0WqIKmW4BTrj3eJFmnCKMv,235933,4
