external_urls,followers,genres,href,raw_artist_uri,images,name,popularity,type,uri
{'spotify': 'https://open.spotify.com/artist/30b9WulBM8sFuBo17nNq9c'},2953907,"['k-pop', 'k-rap']",https://api.spotify.com/v1/artists/30b9WulBM8sFuBo17nNq9c,30b9WulBM8sFuBo17nNq9c,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb5923c0ca32a3cf3a81b34728', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051745923c0ca32a3cf3a81b34728', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1785923c0ca32a3cf3a81b34728', 'width': 160}]",G-DRAGON,57,artist,spotify:artist:30b9WulBM8sFuBo17nNq9c
{'spotify': 'https://open.spotify.com/artist/6udveWUgX4vu75FF0DTrXV'},1296305,"['k-pop', 'korean r&b']",https://api.spotify.com/v1/artists/6udveWUgX4vu75FF0DTrXV,6udveWUgX4vu75FF0DTrXV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb496189630cd3cb0c7b593fee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174496189630cd3cb0c7b593fee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178496189630cd3cb0c7b593fee', 'width': 160}]",TAEYANG,63,artist,spotify:artist:6udveWUgX4vu75FF0DTrXV
{'spotify': 'https://open.spotify.com/artist/6udveWUgX4vu75FF0DTrXV'},1296305,"['k-pop', 'korean r&b']",https://api.spotify.com/v1/artists/6udveWUgX4vu75FF0DTrXV,6udveWUgX4vu75FF0DTrXV,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb496189630cd3cb0c7b593fee', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174496189630cd3cb0c7b593fee', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178496189630cd3cb0c7b593fee', 'width': 160}]",TAEYANG,63,artist,spotify:artist:6udveWUgX4vu75FF0DTrXV
{'spotify': 'https://open.spotify.com/artist/6OwKE9Ez6ALxpTaKcT5ayv'},1486368,['k-pop'],https://api.spotify.com/v1/artists/6OwKE9Ez6ALxpTaKcT5ayv,6OwKE9Ez6ALxpTaKcT5ayv,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebe0341dd1e6471899c4eb53c6', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174e0341dd1e6471899c4eb53c6', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178e0341dd1e6471899c4eb53c6', 'width': 160}]",AKMU,63,artist,spotify:artist:6OwKE9Ez6ALxpTaKcT5ayv
{'spotify': 'https://open.spotify.com/artist/3cjEqqelV9zb4BYE3qDQ4O'},9763952,"['k-pop', 'k-pop boy group']",https://api.spotify.com/v1/artists/3cjEqqelV9zb4BYE3qDQ4O,3cjEqqelV9zb4BYE3qDQ4O,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebaf3c4b988a6fef40843cdc83', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174af3c4b988a6fef40843cdc83', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178af3c4b988a6fef40843cdc83', 'width': 160}]",EXO,68,artist,spotify:artist:3cjEqqelV9zb4BYE3qDQ4O
{'spotify': 'https://open.spotify.com/artist/3UwlejyX2b458azZ7eCnHb'},2304412,['k-pop'],https://api.spotify.com/v1/artists/3UwlejyX2b458azZ7eCnHb,3UwlejyX2b458azZ7eCnHb,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebd7f4b9b294a630d27f0c4d81', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174d7f4b9b294a630d27f0c4d81', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178d7f4b9b294a630d27f0c4d81', 'width': 160}]",HyunA,50,artist,spotify:artist:3UwlejyX2b458azZ7eCnHb
{'spotify': 'https://open.spotify.com/artist/05uheFGPahVh2nHIZK1KuB'},19345,[],https://api.spotify.com/v1/artists/05uheFGPahVh2nHIZK1KuB,05uheFGPahVh2nHIZK1KuB,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273e407fef76c134fed7554c9c8', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02e407fef76c134fed7554c9c8', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851e407fef76c134fed7554c9c8', 'width': 64}]",Jenyer,12,artist,spotify:artist:05uheFGPahVh2nHIZK1KuB
{'spotify': 'https://open.spotify.com/artist/6LPOT9C3gvGQHxlZtMLHHg'},137080,['k-pop'],https://api.spotify.com/v1/artists/6LPOT9C3gvGQHxlZtMLHHg,6LPOT9C3gvGQHxlZtMLHHg,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273a5ef9177a1d4084169e897ca', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02a5ef9177a1d4084169e897ca', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851a5ef9177a1d4084169e897ca', 'width': 64}]",YEZI,26,artist,spotify:artist:6LPOT9C3gvGQHxlZtMLHHg
{'spotify': 'https://open.spotify.com/artist/0bxSJJ7V2M4Zb9lpRzWPD8'},271719,['k-pop'],https://api.spotify.com/v1/artists/0bxSJJ7V2M4Zb9lpRzWPD8,0bxSJJ7V2M4Zb9lpRzWPD8,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb3e266db4e219aa75ad84cf7f', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051743e266db4e219aa75ad84cf7f', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1783e266db4e219aa75ad84cf7f', 'width': 160}]",SHIN JIMIN,22,artist,spotify:artist:0bxSJJ7V2M4Zb9lpRzWPD8
{'spotify': 'https://open.spotify.com/artist/436sYg6CZhNefQJogaXeK0'},354666,"['classical', 'french romanticism', 'late romantic era']",https://api.spotify.com/v1/artists/436sYg6CZhNefQJogaXeK0,436sYg6CZhNefQJogaXeK0,"[{'height': 1000, 'url': 'https://i.scdn.co/image/f565d81f8dcfdec438207f6d8b34689f3489232a', 'width': 1000}, {'height': 640, 'url': 'https://i.scdn.co/image/8be8940092279bc9d3bd3aef715b830ff4324585', 'width': 640}, {'height': 200, 'url': 'https://i.scdn.co/image/8f678a5306adb0c8d446a20b1bf524ea21220e8a', 'width': 200}, {'height': 64, 'url': 'https://i.scdn.co/image/be213cf31a1adbdacc67df8b455cbe46e5513bdb', 'width': 64}]",Camille Saint-Saëns,62,artist,spotify:artist:436sYg6CZhNefQJogaXeK0
{'spotify': 'https://open.spotify.com/artist/32zeX1IoVKAGWMyy1isKUq'},431406,"['indie garage rock', 'indie pop', 'indie surf']",https://api.spotify.com/v1/artists/32zeX1IoVKAGWMyy1isKUq,32zeX1IoVKAGWMyy1isKUq,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba57eb738bd988307730468c5', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a57eb738bd988307730468c5', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a57eb738bd988307730468c5', 'width': 160}]",No Vacation,53,artist,spotify:artist:32zeX1IoVKAGWMyy1isKUq
{'spotify': 'https://open.spotify.com/artist/5BCnLrqpwYtufR1bDWn0hG'},254340,['bedroom pop'],https://api.spotify.com/v1/artists/5BCnLrqpwYtufR1bDWn0hG,5BCnLrqpwYtufR1bDWn0hG,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb7485edfe3f876af76f207838', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051747485edfe3f876af76f207838', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1787485edfe3f876af76f207838', 'width': 160}]",Banes World,46,artist,spotify:artist:5BCnLrqpwYtufR1bDWn0hG
{'spotify': 'https://open.spotify.com/artist/5712BvYQ5m5Wcah576OFH4'},44180,['queercore'],https://api.spotify.com/v1/artists/5712BvYQ5m5Wcah576OFH4,5712BvYQ5m5Wcah576OFH4,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebf241d399ea4ae3cb0b27bd64', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174f241d399ea4ae3cb0b27bd64', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178f241d399ea4ae3cb0b27bd64', 'width': 160}]",PWR BTTM,28,artist,spotify:artist:5712BvYQ5m5Wcah576OFH4
{'spotify': 'https://open.spotify.com/artist/4bthk9UfsYUYdcFyqxmSUU'},3155233,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",https://api.spotify.com/v1/artists/4bthk9UfsYUYdcFyqxmSUU,4bthk9UfsYUYdcFyqxmSUU,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb42ed2cb48c231f545a5a3dad', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517442ed2cb48c231f545a5a3dad', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17842ed2cb48c231f545a5a3dad', 'width': 160}]",Tears For Fears,71,artist,spotify:artist:4bthk9UfsYUYdcFyqxmSUU
{'spotify': 'https://open.spotify.com/artist/3g3ew6TtLErig0QaTcSaPt'},830,[],https://api.spotify.com/v1/artists/3g3ew6TtLErig0QaTcSaPt,3g3ew6TtLErig0QaTcSaPt,[],Natureboy,0,artist,spotify:artist:3g3ew6TtLErig0QaTcSaPt
{'spotify': 'https://open.spotify.com/artist/4jCIAMb0zEArF3GYEYzoDk'},246256,['pov: indie'],https://api.spotify.com/v1/artists/4jCIAMb0zEArF3GYEYzoDk,4jCIAMb0zEArF3GYEYzoDk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5ebffc746153c19e03e03718598', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174ffc746153c19e03e03718598', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178ffc746153c19e03e03718598', 'width': 160}]",Joy Again,58,artist,spotify:artist:4jCIAMb0zEArF3GYEYzoDk
{'spotify': 'https://open.spotify.com/artist/5M0HAqHXyOh3q7WQnvce8o'},96821,"['hypnagogic pop', 'indie garage rock']",https://api.spotify.com/v1/artists/5M0HAqHXyOh3q7WQnvce8o,5M0HAqHXyOh3q7WQnvce8o,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb1098d1cf11f5457573e45479', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051741098d1cf11f5457573e45479', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1781098d1cf11f5457573e45479', 'width': 160}]",Part Time,43,artist,spotify:artist:5M0HAqHXyOh3q7WQnvce8o
{'spotify': 'https://open.spotify.com/artist/4wyNyxs74Ux8UIDopNjIai'},787415,['uk alternative pop'],https://api.spotify.com/v1/artists/4wyNyxs74Ux8UIDopNjIai,4wyNyxs74Ux8UIDopNjIai,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eba15b75a2ee429509f547c3af', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174a15b75a2ee429509f547c3af', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178a15b75a2ee429509f547c3af', 'width': 160}]",King Krule,58,artist,spotify:artist:4wyNyxs74Ux8UIDopNjIai
{'spotify': 'https://open.spotify.com/artist/5gcDZA9xXCOspWgQilUYIu'},70478,"['australian indie', 'australian indie rock']",https://api.spotify.com/v1/artists/5gcDZA9xXCOspWgQilUYIu,5gcDZA9xXCOspWgQilUYIu,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb93b812df38d5d3b160de0f5b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab6761610000517493b812df38d5d3b160de0f5b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f17893b812df38d5d3b160de0f5b', 'width': 160}]",The Preatures,37,artist,spotify:artist:5gcDZA9xXCOspWgQilUYIu
{'spotify': 'https://open.spotify.com/artist/4OrizGCKhOrW6iDDJHN9xd'},349114,"['brooklyn indie', 'dream pop', 'dreamo', 'indie rock', 'indie surf', 'modern dream pop', 'neo-psychedelic', 'nu gaze', 'shoegaze']",https://api.spotify.com/v1/artists/4OrizGCKhOrW6iDDJHN9xd,4OrizGCKhOrW6iDDJHN9xd,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb2d8c6997462537503b40693b', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051742d8c6997462537503b40693b', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1782d8c6997462537503b40693b', 'width': 160}]",DIIV,47,artist,spotify:artist:4OrizGCKhOrW6iDDJHN9xd
{'spotify': 'https://open.spotify.com/artist/5QP6YlOw9QlFgb6pRG6euk'},1152,[],https://api.spotify.com/v1/artists/5QP6YlOw9QlFgb6pRG6euk,5QP6YlOw9QlFgb6pRG6euk,"[{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb072fe35d295ac5aa4a636717', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab67616100005174072fe35d295ac5aa4a636717', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f178072fe35d295ac5aa4a636717', 'width': 160}]",Gazebos,0,artist,spotify:artist:5QP6YlOw9QlFgb6pRG6euk
